participant_id,age,gender,condition,light_lux,noise_db,n_back_level,trial_number,reaction_time_ms,correct
P05,23,Male,Noise,407.7,75.7,1,9,620.0,1
P05,23,Male,Noise,510.9,66.6,2,10,708.1,1
P05,23,Male,Noise,438.1,64.0,2,11,752.3,1
P05,23,Male,Noise,516.4,69.0,1,12,712.9,1
P05,23,Male,Noise,482.5,68.5,2,13,787.5,1
P05,23,Male,Noise,481.8,64.0,2,14,733.3,1
P05,23,Male,Noise,487.7,79.0,2,15,806.1,0
P05,23,Male,Noise,483.9,79.7,2,16,765.0,0
P05,23,Male,Noise,448.0,66.2,2,17,787.8,0
P05,23,Male,Noise,530.4,67.5,2,18,726.7,1
P05,23,Male,Noise,495.8,64.4,1,19,622.1,1
P05,23,Male,Noise,465.4,68.6,1,20,686.8,1
P05,23,Male,Noise,446.1,62.6,1,21,704.2,1
P05,23,Male,Noise,447.6,71.4,2,22,721.4,1
P05,23,Male,Noise,442.2,74.5,1,23,747.6,1
P05,23,Male,Noise,592.5,59.5,1,24,625.8,1
P05,23,Male,Noise,446.0,62.6,2,25,666.7,0
P05,23,Male,Both,1105.2,70.4,1,1,1030.0,1
P05,23,Male,Both,1062.7,78.6,2,2,949.2,0
P05,23,Male,Both,925.9,68.1,2,3,900.6,1
P05,23,Male,Both,1301.1,70.7,1,4,1174.3,1
P05,23,Male,Both,1103.7,68.9,1,5,895.6,1
P05,23,Male,Both,1101.4,66.9,1,6,959.6,0
P05,23,Male,Both,1109.1,71.0,1,7,1071.1,1
P05,23,Male,Both,1054.4,70.2,1,8,934.5,1
P05,23,Male,Both,1198.0,74.5,1,9,1215.6,1
P05,23,Male,Both,1101.4,68.1,1,10,959.9,0
P05,23,Male,Both,1109.3,64.2,2,11,1054.9,0
P05,23,Male,Both,990.0,69.2,1,12,935.4,0
P05,23,Male,Both,1127.7,70.4,2,13,1032.4,1
P05,23,Male,Both,1258.3,63.4,2,14,1210.2,0
P05,23,Male,Both,1009.7,66.5,1,15,979.2,1
P05,23,Male,Both,960.6,72.7,2,16,921.8,1
P05,23,Male,Both,1025.5,67.7,1,17,994.4,0
P05,23,Male,Both,1091.5,71.4,1,18,1059.5,1
P05,23,Male,Both,1133.2,69.2,1,19,1096.2,0
P05,23,Male,Both,862.3,64.1,1,20,792.6,1
P05,23,Male,Both,1178.9,71.0,1,21,1080.3,1
P05,23,Male,Both,1054.5,70.1,2,22,1061.2,1
P05,23,Male,Both,1112.7,52.7,1,23,890.3,1
P05,23,Male,Both,1045.3,58.1,2,24,978.4,0
P05,23,Male,Both,1127.7,70.3,2,25,1118.3,0
P06,28,Male,Baseline,571.1,41.9,2,1,671.8,1
P06,28,Male,Baseline,528.1,36.3,1,2,648.5,1
P06,28,Male,Baseline,582.9,35.0,1,3,573.1,1
P06,28,Male,Baseline,444.4,26.9,1,4,563.6,1
P06,28,Male,Baseline,460.3,45.7,1,5,660.5,1
P06,28,Male,Baseline,513.1,39.1,2,6,721.6,0
P06,28,Male,Baseline,499.8,39.5,2,7,669.1,1
P06,28,Male,Baseline,469.2,39.7,1,8,657.3,1
P06,28,Male,Baseline,480.5,28.5,1,9,466.2,1
P06,28,Male,Baseline,486.8,42.0,1,10,539.1,1
P06,28,Male,Baseline,490.4,37.9,1,11,593.9,0
P06,28,Male,Baseline,513.4,42.2,1,12,636.3,1
P06,28,Male,Baseline,472.4,29.8,2,13,695.6,0
P06,28,Male,Baseline,472.9,35.2,1,14,674.2,1
P06,28,Male,Baseline,506.1,40.5,2,15,662.5,1
P06,28,Male,Baseline,392.5,38.6,2,16,679.2,1
P06,28,Male,Baseline,542.9,44.3,2,17,634.9,1
P06,28,Male,Baseline,581.3,43.9,2,18,720.2,1
P06,28,Male,Baseline,444.7,41.2,2,19,643.3,1
P06,28,Male,Baseline,543.7,36.6,1,20,462.0,1
P06,28,Male,Baseline,452.0,38.2,1,21,582.0,1
P06,28,Male,Baseline,418.7,35.9,2,22,698.7,0
P06,28,Male,Baseline,415.6,40.7,1,23,599.6,0
P06,28,Male,Baseline,508.2,31.4,1,24,614.0,1
P06,28,Male,Baseline,433.6,36.2,1,25,565.7,1
P06,28,Male,Light,1055.4,41.9,1,1,845.4,0
P06,28,Male,Light,1013.4,31.4,1,2,775.2,0
P06,28,Male,Light,1046.4,34.4,1,3,909.9,1
P06,28,Male,Light,955.9,42.4,1,4,710.3,1
P06,28,Male,Light,1161.6,28.7,2,5,893.4,1
P06,28,Male,Light,1255.0,36.3,2,6,1164.6,1
P06,28,Male,Light,1042.3,37.9,1,7,922.3,1
P06,28,Male,Light,1202.8,33.9,2,8,1029.1,0
P06,28,Male,Light,1001.7,39.1,1,9,844.1,0
P06,28,Male,Light,1107.0,40.3,2,10,984.0,0
P06,28,Male,Light,1360.4,36.5,2,11,1216.2,0
P06,28,Male,Light,1181.9,35.9,2,12,1051.6,0
P06,28,Male,Light,1058.9,38.4,1,13,895.1,1
P06,28,Male,Light,915.8,30.3,2,14,717.1,1
P06,28,Male,Light,981.1,35.2,1,15,734.2,1
P06,28,Male,Light,1232.3,40.6,2,16,1055.8,1
P06,28,Male,Light,1132.8,40.3,2,17,923.2,1
P06,28,Male,Light,896.8,38.8,2,18,764.0,0
P06,28,Male,Light,1011.9,38.9,2,19,861.6,1
P06,28,Male,Light,1088.6,38.4,1,20,947.5,1
P06,28,Male,Light,1123.0,38.0,1,21,950.5,1
P06,28,Male,Light,1176.6,35.0,2,22,1143.6,1
P06,28,Male,Light,880.7,35.8,2,23,840.1,1
P06,28,Male,Light,1124.9,42.0,2,24,1036.4,1
P06,28,Male,Light,1252.2,39.4,1,25,1100.0,1
P06,28,Male,Noise,455.9,76.5,1,1,739.4,1
P06,28,Male,Noise,456.5,68.1,2,2,805.0,1
P06,28,Male,Noise,411.5,66.9,2,3,715.6,0
P06,28,Male,Noise,555.7,71.4,2,4,736.1,1
P06,28,Male,Noise,523.3,65.3,1,5,686.9,1
P06,28,Male,Noise,485.8,67.1,1,6,721.3,0
P06,28,Male,Noise,415.1,71.1,2,7,770.2,1
P06,28,Male,Noise,467.2,71.9,2,8,740.0,1
P06,28,Male,Noise,467.5,78.1,2,9,792.2,1
P06,28,Male,Noise,475.7,65.8,1,10,547.3,1
P06,28,Male,Noise,464.8,57.5,1,11,712.9,1
P06,28,Male,Noise,494.4,68.2,1,12,744.2,1
P06,28,Male,Noise,525.3,63.3,1,13,679.1,1
P06,28,Male,Noise,498.8,79.4,1,14,746.5,1
P06,28,Male,Noise,487.3,67.6,2,15,686.1,1
P06,28,Male,Noise,530.7,74.9,2,16,702.9,1
P06,28,Male,Noise,476.5,69.7,1,17,734.4,0
P06,28,Male,Noise,536.4,69.5,2,18,774.7,0
P06,28,Male,Noise,566.3,70.3,1,19,597.8,1
P06,28,Male,Noise,529.5,69.4,2,20,635.5,1
P06,28,Male,Noise,458.2,75.1,2,21,773.0,1
P06,28,Male,Noise,444.1,63.0,1,22,650.6,1
P06,28,Male,Noise,426.8,59.7,1,23,618.8,1
P06,28,Male,Noise,405.7,64.6,2,24,732.3,1
P06,28,Male,Noise,449.2,76.3,1,25,671.6,0
P06,28,Male,Both,1121.1,65.2,1,1,979.2,0
P06,28,Male,Both,1246.6,63.9,1,2,1125.9,0
P06,28,Male,Both,1094.4,68.0,1,3,1035.4,0
P06,28,Male,Both,1168.8,74.0,2,4,1117.7,0
P06,28,Male,Both,1041.5,70.9,1,5,931.1,0
P06,28,Male,Both,1004.3,75.2,2,6,1070.7,1
P06,28,Male,Both,1129.1,80.0,2,7,1052.6,1
P06,28,Male,Both,1116.3,74.4,2,8,1078.1,0
P06,28,Male,Both,1126.8,63.2,1,9,981.3,0
P06,28,Male,Both,999.2,64.5,1,10,802.6,0
P06,28,Male,Both,1111.9,66.0,1,11,972.3,1
P06,28,Male,Both,1034.4,71.5,1,12,910.3,1
P06,28,Male,Both,1076.0,69.8,1,13,1053.9,1
P06,28,Male,Both,922.7,70.3,2,14,895.2,1
P06,28,Male,Both,1031.0,60.6,1,15,904.4,1
P06,28,Male,Both,1076.0,74.4,1,16,915.3,1
P06,28,Male,Both,1093.7,66.2,2,17,1110.8,1
P06,28,Male,Both,1149.5,68.7,1,18,991.5,1
P06,28,Male,Both,988.8,72.2,2,19,1030.5,1
P06,28,Male,Both,1082.4,70.0,2,20,1055.1,0
P06,28,Male,Both,1094.9,71.5,2,21,1052.1,1
P06,28,Male,Both,1085.9,68.3,1,22,986.0,1
P06,28,Male,Both,991.4,68.9,1,23,969.1,1
P06,28,Male,Both,1118.0,65.1,2,24,1008.0,1
P06,28,Male,Both,1284.1,61.7,2,25,1168.5,0
P07,19,Female,Baseline,549.1,36.2,2,1,550.4,1
P07,19,Female,Baseline,470.6,47.8,2,2,658.4,1
P07,19,Female,Baseline,505.9,34.7,1,3,568.0,1
P07,19,Female,Baseline,521.8,36.1,1,4,503.7,1
P07,19,Female,Baseline,437.9,39.6,1,5,427.1,1
P07,19,Female,Baseline,523.2,33.2,1,6,549.2,1
P07,19,Female,Baseline,510.0,41.5,2,7,485.4,1
P07,19,Female,Baseline,515.6,35.8,2,8,536.9,1
P07,19,Female,Baseline,550.1,41.3,2,9,630.7,1
P07,19,Female,Baseline,470.2,37.3,1,10,493.3,1
P07,19,Female,Baseline,502.2,36.1,1,11,461.1,1
P07,19,Female,Baseline,453.6,40.0,1,12,577.6,1
P07,19,Female,Baseline,483.8,38.0,2,13,546.4,1
P07,19,Female,Baseline,539.2,37.6,1,14,476.5,1
P07,19,Female,Baseline,524.0,40.7,2,15,565.4,1
P07,19,Female,Baseline,454.3,37.0,1,16,574.7,1
P07,19,Female,Baseline,440.7,34.6,1,17,618.0,1
P07,19,Female,Baseline,491.1,32.5,1,18,486.0,1
P07,19,Female,Baseline,463.2,35.9,2,19,553.1,1
P07,19,Female,Baseline,511.2,41.0,1,20,568.5,1
P07,19,Female,Baseline,492.0,40.7,1,21,523.2,1
P07,19,Female,Baseline,553.7,45.7,1,22,436.5,0
P07,19,Female,Baseline,443.4,41.9,1,23,471.7,1
P07,19,Female,Baseline,475.7,40.2,1,24,537.6,0
P07,19,Female,Baseline,483.0,37.3,1,25,557.2,0
P07,19,Female,Light,1033.5,33.8,2,1,767.2,1
P07,19,Female,Light,1178.6,41.9,1,2,958.4,0
P07,19,Female,Light,1124.3,34.7,1,3,910.4,1
P07,19,Female,Light,1112.6,36.6,2,4,791.9,1
P07,19,Female,Light,1021.7,50.2,1,5,689.4,1
P07,19,Female,Light,1151.0,44.1,2,6,944.2,1
P07,19,Female,Light,1032.2,33.7,2,7,696.7,1
P07,19,Female,Light,875.7,32.7,1,8,582.1,1
P07,19,Female,Light,1130.6,41.6,2,9,934.9,0
P07,19,Female,Light,1099.8,39.2,1,10,811.7,0
P07,19,Female,Light,1066.8,34.7,2,11,856.8,1
P07,19,Female,Light,1033.7,35.4,2,12,859.0,1
P07,19,Female,Light,1013.7,41.2,1,13,698.2,1
P07,19,Female,Light,1202.1,35.9,1,14,915.1,0
P07,19,Female,Light,1102.0,33.2,2,15,898.9,1
P07,19,Female,Light,1288.8,38.0,1,16,1037.1,1
P07,19,Female,Light,1257.6,45.3,2,17,984.5,1
P07,19,Female,Light,1027.8,38.9,1,18,708.3,0
P07,19,Female,Light,1189.9,41.2,2,19,977.4,1
P07,19,Female,Light,1068.8,35.0,2,20,905.7,0
P07,19,Female,Light,1024.5,27.0,2,21,705.5,1
P07,19,Female,Light,1059.9,35.0,2,22,903.6,0
P07,19,Female,Light,1070.7,37.5,1,23,796.9,1
P07,19,Female,Light,1142.2,40.9,2,24,850.1,1
P07,19,Female,Light,1070.5,27.9,2,25,728.4,1
P07,19,Female,Noise,501.2,68.6,1,1,700.5,1
P07,19,Female,Noise,478.9,69.5,1,2,557.0,1
P07,19,Female,Noise,416.0,75.0,1,3,734.4,1
P07,19,Female,Noise,521.1,67.7,2,4,650.7,0
P07,19,Female,Noise,484.8,69.6,1,5,525.4,1
P07,19,Female,Noise,475.0,64.9,2,6,770.5,0
P07,19,Female,Noise,541.8,67.0,1,7,520.1,1
P07,19,Female,Noise,536.9,69.1,2,8,747.4,1
P07,19,Female,Noise,535.3,71.2,1,9,604.9,1
P07,19,Female,Noise,460.6,64.2,1,10,517.8,1
P07,19,Female,Noise,512.8,66.3,2,11,689.3,1
P07,19,Female,Noise,418.1,66.7,2,12,633.1,1
P07,19,Female,Noise,522.4,66.6,1,13,723.8,1
P07,19,Female,Noise,463.2,68.6,1,14,656.4,1
P07,19,Female,Noise,454.8,73.3,2,15,567.2,0
P07,19,Female,Noise,540.0,70.0,2,16,626.6,1
P07,19,Female,Noise,480.5,71.7,1,17,567.7,1
P07,19,Female,Noise,476.0,70.9,1,18,544.2,1
P07,19,Female,Noise,523.7,70.4,1,19,605.7,1
P07,19,Female,Noise,477.1,74.3,1,20,618.5,1
P07,19,Female,Noise,460.3,69.0,2,21,694.6,1
P07,19,Female,Noise,515.6,75.1,1,22,683.6,1
P07,19,Female,Noise,443.9,67.6,2,23,603.0,1
P07,19,Female,Noise,461.0,64.6,2,24,637.1,1
P07,19,Female,Noise,488.0,80.4,2,25,693.0,1
P07,19,Female,Both,1125.6,70.2,1,1,1051.2,1
P07,19,Female,Both,1185.9,69.0,1,2,1039.2,0
P07,19,Female,Both,1014.3,68.0,2,3,793.9,1
P07,19,Female,Both,1204.8,65.7,1,4,1019.8,1
P07,19,Female,Both,1052.9,71.7,1,5,812.2,0
P07,19,Female,Both,1115.4,72.8,1,6,902.5,1
P07,19,Female,Both,1021.6,77.1,2,7,867.0,0
P07,19,Female,Both,1034.4,78.1,2,8,888.1,1
P07,19,Female,Both,1178.1,73.3,2,9,1063.4,1
P07,19,Female,Both,1175.8,68.7,2,10,1004.6,1
P07,19,Female,Both,1221.5,76.1,1,11,1109.8,1
P07,19,Female,Both,1174.9,64.7,2,12,990.1,0
P07,19,Female,Both,1133.4,68.9,1,13,985.3,1
P07,19,Female,Both,1124.3,70.8,2,14,1028.2,0
P07,19,Female,Both,1137.0,71.3,2,15,984.0,1
P07,19,Female,Both,1037.6,65.4,2,16,976.8,1
P07,19,Female,Both,1153.7,77.9,1,17,991.8,0
P07,19,Female,Both,1020.8,66.9,2,18,877.5,1
P07,19,Female,Both,1183.6,67.4,1,19,1096.5,1
P07,19,Female,Both,1127.0,63.5,1,20,918.8,1
P07,19,Female,Both,1022.4,81.4,1,21,878.7,1
P07,19,Female,Both,1030.2,67.7,1,22,883.3,1
P07,19,Female,Both,1035.5,69.7,2,23,876.6,0
P07,19,Female,Both,1008.2,62.1,2,24,913.7,0
P07,19,Female,Both,1103.9,71.9,2,25,899.1,1
P08,26,Female,Baseline,487.1,40.5,2,1,570.4,1
P08,26,Female,Baseline,451.5,40.3,1,2,605.0,1
P08,26,Female,Baseline,440.8,35.1,1,3,493.6,1
P08,26,Female,Baseline,447.1,38.3,1,4,503.6,1
P08,26,Female,Baseline,522.3,32.8,1,5,623.7,1
P08,26,Female,Baseline,457.1,42.7,2,6,612.2,1
P08,26,Female,Baseline,497.2,36.6,1,7,585.8,1
P08,26,Female,Baseline,458.1,38.2,1,8,566.8,1
P08,26,Female,Baseline,439.0,42.1,1,9,499.9,1
P08,26,Female,Baseline,569.4,42.0,1,10,652.3,1
P08,26,Female,Baseline,413.5,30.6,1,11,544.0,1
P08,26,Female,Baseline,477.5,40.5,1,12,491.6,1
P08,26,Female,Baseline,540.4,33.7,1,13,546.4,1
P08,26,Female,Baseline,523.9,41.0,2,14,682.8,1
P08,26,Female,Baseline,524.5,34.6,2,15,647.6,1
P08,26,Female,Baseline,493.5,34.6,1,16,499.3,1
P08,26,Female,Baseline,487.4,42.6,2,17,557.0,0
P08,26,Female,Baseline,465.2,39.4,2,18,600.1,1
P08,26,Female,Baseline,444.9,36.7,2,19,577.7,1
P08,26,Female,Baseline,544.5,36.0,2,20,659.2,1
P08,26,Female,Baseline,478.4,36.7,2,21,696.4,1
P08,26,Female,Baseline,472.9,36.5,2,22,532.3,1
P08,26,Female,Baseline,518.4,29.6,1,23,556.0,1
P08,26,Female,Baseline,510.7,35.8,1,24,650.2,1
P08,26,Female,Baseline,520.4,32.6,1,25,556.9,1
P08,26,Female,Light,1078.3,39.1,1,1,804.8,0
P08,26,Female,Light,1041.7,40.5,1,2,796.5,1
P08,26,Female,Light,1115.2,40.2,1,3,981.9,0
P08,26,Female,Light,1197.6,50.4,1,4,1001.0,1
P08,26,Female,Light,999.1,36.2,2,5,798.4,1
P08,26,Female,Light,1082.6,38.6,1,6,886.5,1
P08,26,Female,Light,1033.0,42.5,2,7,898.0,1
P08,26,Female,Light,1068.7,38.7,2,8,937.5,1
P08,26,Female,Light,1158.5,38.3,1,9,879.2,1
P08,26,Female,Light,1101.9,37.9,2,10,897.9,1
P08,26,Female,Light,1071.9,37.0,1,11,859.0,1
P08,26,Female,Light,937.2,36.6,2,12,876.9,0
P08,26,Female,Light,953.2,37.1,1,13,750.1,1
P08,26,Female,Light,1153.9,34.3,2,14,997.5,0
P08,26,Female,Light,1019.4,36.6,2,15,700.1,1
P08,26,Female,Light,1226.0,35.9,2,16,1064.3,1
P08,26,Female,Light,874.1,38.9,1,17,635.0,1
P08,26,Female,Light,971.8,38.1,1,18,769.5,1
P08,26,Female,Light,1074.5,31.9,1,19,758.1,1
P08,26,Female,Light,1099.2,35.6,1,20,847.8,0
P08,26,Female,Light,1072.2,38.9,2,21,916.3,1
P08,26,Female,Light,1033.1,37.7,1,22,803.2,0
P08,26,Female,Light,945.1,36.0,1,23,677.1,0
P08,26,Female,Light,1020.4,33.8,2,24,888.1,1
P08,26,Female,Light,1074.0,30.6,2,25,875.3,0
P08,26,Female,Noise,513.0,64.4,1,1,549.3,1
P08,26,Female,Noise,508.4,76.4,2,2,762.1,1
P08,26,Female,Noise,418.2,67.8,2,3,599.6,1
P08,26,Female,Noise,465.7,62.5,2,4,692.0,1
P08,26,Female,Noise,517.8,68.7,2,5,710.5,1
P08,26,Female,Noise,522.6,63.1,2,6,846.1,1
P08,26,Female,Noise,495.2,70.6,2,7,761.4,0
P08,26,Female,Noise,536.1,66.3,2,8,710.2,1
P08,26,Female,Noise,501.0,64.7,2,9,682.8,0
P08,26,Female,Noise,559.3,68.2,2,10,717.6,1
P08,26,Female,Noise,524.2,66.4,1,11,699.6,1
P08,26,Female,Noise,478.5,60.1,2,12,723.1,1
P08,26,Female,Noise,508.8,75.3,2,13,750.9,1
P08,26,Female,Noise,470.9,71.9,2,14,732.6,1
P08,26,Female,Noise,427.4,61.1,1,15,747.0,1
P08,26,Female,Noise,404.2,75.1,1,16,737.7,1
P08,26,Female,Noise,467.9,73.5,1,17,602.6,0
P08,26,Female,Noise,394.5,66.9,2,18,782.8,1
P08,26,Female,Noise,460.0,72.4,1,19,744.7,0
P08,26,Female,Noise,523.3,71.7,2,20,744.3,1
P08,26,Female,Noise,470.5,61.9,2,21,681.0,1
P08,26,Female,Noise,537.6,67.8,1,22,713.2,1
P08,26,Female,Noise,470.7,71.0,2,23,802.0,0
P08,26,Female,Noise,432.4,68.8,1,24,756.0,1
P08,26,Female,Noise,497.9,70.7,1,25,697.1,1
P08,26,Female,Both,1037.4,73.4,1,1,939.5,1
P08,26,Female,Both,1144.6,67.7,1,2,1038.2,0
P08,26,Female,Both,1104.0,66.4,2,3,930.4,1
P08,26,Female,Both,1256.8,69.9,1,4,1052.1,0
P08,26,Female,Both,1256.1,67.1,1,5,1198.4,1
P08,26,Female,Both,1147.1,61.3,2,6,1026.2,1
P08,26,Female,Both,1018.6,68.9,2,7,971.2,0
P08,26,Female,Both,1140.5,66.7,1,8,1086.0,0
P08,26,Female,Both,1023.9,70.8,1,9,863.5,1
P08,26,Female,Both,1203.4,59.5,1,10,1027.5,1
P08,26,Female,Both,1141.0,70.9,2,11,1029.4,1
P08,26,Female,Both,1111.3,61.7,1,12,1029.6,0
P08,26,Female,Both,1171.7,62.0,1,13,1044.4,1
P08,26,Female,Both,1172.6,71.9,2,14,1109.5,1
P08,26,Female,Both,910.2,69.7,1,15,829.2,1
P08,26,Female,Both,966.2,71.2,1,16,868.5,1
P08,26,Female,Both,1130.9,78.2,1,17,977.3,1
P08,26,Female,Both,1020.0,65.3,2,18,1021.1,1
P08,26,Female,Both,1144.8,66.1,2,19,1204.0,1
P08,26,Female,Both,1042.9,59.1,1,20,939.4,1
P08,26,Female,Both,961.0,75.3,1,21,881.5,1
P08,26,Female,Both,935.2,75.3,2,22,917.7,1
P08,26,Female,Both,1023.5,65.1,2,23,926.8,1
P08,26,Female,Both,1113.3,58.7,1,24,1017.8,1
P08,26,Female,Both,1134.8,66.7,2,25,1080.2,1
P09,20,Female,Baseline,444.7,42.2,1,1,671.3,1
P09,20,Female,Baseline,443.0,42.9,2,2,655.5,1
P09,20,Female,Baseline,527.6,35.4,1,3,550.0,1
P09,20,Female,Baseline,469.5,43.3,2,4,633.2,0
P09,20,Female,Baseline,417.8,44.7,1,5,529.8,0
P09,20,Female,Baseline,420.9,43.7,2,6,604.0,0
P09,20,Female,Baseline,482.1,43.7,2,7,668.4,1
P09,20,Female,Baseline,504.9,39.4,2,8,609.0,1
P09,20,Female,Baseline,443.7,38.0,2,9,647.1,1
P09,20,Female,Baseline,492.6,37.3,2,10,536.0,1
P09,20,Female,Baseline,436.0,31.1,1,11,593.7,0
P09,20,Female,Baseline,502.7,30.3,1,12,489.4,1
P09,20,Female,Baseline,438.1,40.4,1,13,572.2,1
P09,20,Female,Baseline,502.5,38.5,2,14,600.8,0
P09,20,Female,Baseline,490.7,33.1,1,15,710.5,1
P09,20,Female,Baseline,508.7,37.7,2,16,520.0,1
P09,20,Female,Baseline,531.3,34.8,1,17,558.9,0
P09,20,Female,Baseline,430.9,37.8,1,18,522.6,1
P09,20,Female,Baseline,448.8,40.1,1,19,560.7,1
P09,20,Female,Baseline,474.3,36.9,1,20,595.4,1
P09,20,Female,Baseline,474.1,38.3,1,21,522.8,1
P09,20,Female,Baseline,497.8,39.8,1,22,585.7,1
P09,20,Female,Baseline,507.9,41.7,2,23,625.3,1
P09,20,Female,Baseline,489.1,40.5,2,24,647.0,1
P09,20,Female,Baseline,450.6,40.8,2,25,613.3,1
P09,20,Female,Light,1055.4,36.0,2,1,949.3,1
P09,20,Female,Light,1052.6,31.7,2,2,768.5,1
P09,20,Female,Light,1380.0,36.5,2,3,1146.6,1
P09,20,Female,Light,1027.3,43.2,2,4,807.1,1
P09,20,Female,Light,1175.8,37.1,1,5,898.0,1
P09,20,Female,Light,1085.5,32.9,2,6,796.6,1
P09,20,Female,Light,1175.9,39.2,2,7,1019.2,1
P09,20,Female,Light,1217.0,41.7,1,8,1024.1,1
P09,20,Female,Light,1056.1,32.6,2,9,892.9,1
P09,20,Female,Light,1209.0,34.3,2,10,1050.5,1
P09,20,Female,Light,911.4,39.5,1,11,597.1,1
P09,20,Female,Light,1235.2,45.3,2,12,1039.5,1
P09,20,Female,Light,1278.1,36.0,2,13,1083.0,0
P09,20,Female,Light,1062.5,40.9,2,14,869.1,0
P09,20,Female,Light,994.5,41.4,1,15,758.8,1
P09,20,Female,Light,1025.1,37.1,2,16,901.3,1
P09,20,Female,Light,1016.8,38.6,2,17,835.4,1
P09,20,Female,Light,1126.8,36.8,2,18,928.6,1
P09,20,Female,Light,1057.6,35.1,2,19,873.7,1
P09,20,Female,Light,1256.0,36.8,1,20,1094.0,1
P09,20,Female,Light,1078.9,36.7,1,21,823.7,1
P09,20,Female,Light,1123.1,38.9,1,22,827.6,1
P09,20,Female,Light,1082.2,34.9,1,23,920.7,1
P09,20,Female,Light,1157.8,37.4,1,24,908.3,1
P09,20,Female,Light,1091.2,39.2,2,25,1013.4,1
P09,20,Female,Noise,386.6,67.5,1,1,694.4,1
P09,20,Female,Noise,503.6,64.3,1,2,551.3,1
P09,20,Female,Noise,483.7,58.6,2,3,667.3,1
P09,20,Female,Noise,495.8,61.9,1,4,657.9,1
P09,20,Female,Noise,545.7,59.4,1,5,635.1,1
P09,20,Female,Noise,492.6,70.8,2,6,712.0,1
P09,20,Female,Noise,460.4,61.9,1,7,643.8,1
P09,20,Female,Noise,492.8,61.5,1,8,635.9,1
P09,20,Female,Noise,536.3,69.6,2,9,668.1,1
P09,20,Female,Noise,440.8,65.9,1,10,624.7,1
P09,20,Female,Noise,431.4,60.9,1,11,565.0,1
P09,20,Female,Noise,416.1,61.2,1,12,724.9,0
P09,20,Female,Noise,492.8,71.2,2,13,632.9,1
P09,20,Female,Noise,415.3,80.2,1,14,606.7,1
P09,20,Female,Noise,438.4,60.5,2,15,816.6,1
P09,20,Female,Noise,427.2,56.8,2,16,658.8,1
P09,20,Female,Noise,453.9,69.1,2,17,731.0,1
P09,20,Female,Noise,435.9,71.3,1,18,663.9,1
P09,20,Female,Noise,511.6,60.9,2,19,642.6,1
P09,20,Female,Noise,510.2,69.8,1,20,716.2,1
P09,20,Female,Noise,488.3,74.0,2,21,735.0,1
P09,20,Female,Noise,484.6,66.5,2,22,659.5,1
P09,20,Female,Noise,529.5,67.7,1,23,542.8,1
P09,20,Female,Noise,478.4,64.4,2,24,830.7,1
P09,20,Female,Noise,463.7,68.1,1,25,612.2,1
P09,20,Female,Both,1037.1,63.9,2,1,1011.4,0
P09,20,Female,Both,1151.7,65.7,1,2,951.3,0
P09,20,Female,Both,995.6,64.9,1,3,793.0,1
P09,20,Female,Both,1121.9,69.2,2,4,1001.7,1
P09,20,Female,Both,1131.3,66.7,2,5,1080.8,1
P09,20,Female,Both,1132.7,66.7,1,6,906.7,1
P09,20,Female,Both,1037.8,62.4,2,7,962.6,0
P09,20,Female,Both,1009.2,69.4,2,8,922.9,1
P09,20,Female,Both,1160.2,64.6,2,9,1120.3,0
P09,20,Female,Both,1035.0,61.7,1,10,924.8,1
P09,20,Female,Both,1323.9,75.1,1,11,1220.2,1
P09,20,Female,Both,1147.0,63.8,1,12,1009.8,1
P09,20,Female,Both,1168.7,76.6,1,13,1067.6,1
P09,20,Female,Both,1250.9,72.8,2,14,1199.2,0
P09,20,Female,Both,1136.2,61.2,2,15,946.7,1
P09,20,Female,Both,1003.5,64.8,2,16,914.4,1
P09,20,Female,Both,977.6,65.7,2,17,939.4,1
P09,20,Female,Both,1027.5,68.8,2,18,957.8,1
P09,20,Female,Both,1082.6,68.5,2,19,998.8,1
P09,20,Female,Both,955.7,63.2,1,20,814.7,1
P09,20,Female,Both,1082.3,68.3,2,21,1056.3,1
P09,20,Female,Both,1139.9,65.3,2,22,1074.5,1
P09,20,Female,Both,1061.3,72.3,1,23,982.7,1
P09,20,Female,Both,1090.2,69.2,1,24,924.0,1
P09,20,Female,Both,1118.1,70.1,1,25,945.1,1
P10,19,Male,Baseline,476.2,29.1,2,1,615.5,1
P10,19,Male,Baseline,536.6,33.1,1,2,520.0,0
P10,19,Male,Baseline,460.8,36.4,1,3,627.1,0
P10,19,Male,Baseline,483.1,36.5,2,4,682.2,1
P10,19,Male,Baseline,447.3,31.1,1,5,609.9,1
P10,19,Male,Baseline,482.5,34.9,2,6,561.8,1
P10,19,Male,Baseline,409.4,40.2,2,7,657.9,1
P10,19,Male,Baseline,502.6,38.7,2,8,585.1,1
P10,19,Male,Baseline,465.9,41.1,2,9,699.7,1
P10,19,Male,Baseline,481.2,40.2,1,10,600.1,1
P10,19,Male,Baseline,501.9,34.8,1,11,631.7,1
P10,19,Male,Baseline,451.7,35.1,1,12,536.7,1
P10,19,Male,Baseline,440.0,39.4,1,13,568.9,1
P10,19,Male,Baseline,467.8,37.1,1,14,518.6,1
P10,19,Male,Baseline,449.3,39.4,1,15,516.3,1
P10,19,Male,Baseline,535.3,38.8,1,16,518.2,1
P10,19,Male,Baseline,474.2,51.8,2,17,636.8,1
